               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 246,            0.032226,            0.050183,             0.07492,             0.94815,            0.029581,            0.061953,            0.042412,            0.026135,            0.031908,            0.063669,           0.0087872,           0.0087872,           0.0087872
                 247,            0.035759,             0.04804,            0.078183,              0.9655,             0.03142,            0.060807,            0.041268,            0.024408,            0.031516,            0.063531,           0.0087823,           0.0087823,           0.0087823
                 248,            0.034554,             0.05111,            0.075027,             0.96257,            0.039946,            0.066029,            0.043864,            0.024133,            0.031001,            0.063437,           0.0087774,           0.0087774,           0.0087774
                 249,            0.034248,            0.051027,            0.076795,              0.9624,            0.039394,            0.066481,            0.042425,            0.024993,            0.031065,            0.063388,           0.0087724,           0.0087724,           0.0087724
                 250,            0.033775,            0.049189,            0.076087,             0.95327,            0.033534,            0.063517,            0.037219,            0.028573,            0.032349,            0.063353,           0.0087674,           0.0087674,           0.0087674
                 251,             0.03572,            0.053137,            0.074977,             0.96083,            0.033203,            0.064598,            0.043341,            0.025256,            0.031759,            0.063273,           0.0087625,           0.0087625,           0.0087625
                 252,            0.034267,            0.050864,            0.077174,              0.9705,            0.034514,            0.068713,            0.043065,            0.025091,            0.032066,            0.063115,           0.0087576,           0.0087576,           0.0087576
                 253,            0.035153,            0.055244,            0.074479,             0.96603,            0.032752,            0.066344,            0.044157,            0.024298,            0.031458,            0.063044,           0.0087526,           0.0087526,           0.0087526
                 254,            0.035346,            0.050507,            0.072438,             0.95581,            0.032454,            0.063915,            0.037061,            0.029055,            0.032652,            0.062928,           0.0087476,           0.0087476,           0.0087476
                 255,            0.037585,            0.054088,            0.075719,             0.97051,            0.031248,            0.067064,            0.047246,             0.02396,            0.031499,            0.062847,           0.0087427,           0.0087427,           0.0087427
                 256,            0.037454,            0.052828,            0.076644,             0.97838,            0.033619,            0.069887,            0.047166,            0.025616,            0.031674,            0.062791,           0.0087378,           0.0087378,           0.0087378
                 257,            0.034632,             0.05168,            0.074074,             0.94881,            0.041847,            0.064822,            0.043893,            0.025044,            0.031882,            0.062663,           0.0087328,           0.0087328,           0.0087328
                 258,            0.033908,             0.04748,            0.074886,             0.94959,             0.04469,            0.067541,            0.042415,            0.027973,            0.031835,            0.062561,           0.0087278,           0.0087278,           0.0087278
                 259,            0.036738,            0.052096,            0.073125,             0.94909,            0.047826,            0.069374,            0.046169,            0.024697,            0.030824,            0.062619,           0.0087229,           0.0087229,           0.0087229
                 260,            0.033236,            0.048048,            0.074487,             0.95466,            0.049477,             0.07057,            0.047941,            0.024447,            0.030688,            0.062584,            0.008718,            0.008718,            0.008718
                 261,            0.034685,             0.04682,            0.076552,             0.95284,              0.0444,            0.068393,            0.047705,            0.023982,             0.03075,             0.06245,            0.008713,            0.008713,            0.008713
                 262,            0.033299,            0.051223,            0.072679,             0.94686,            0.042726,            0.061569,            0.030273,            0.028356,            0.032196,            0.062262,           0.0087081,           0.0087081,           0.0087081
                 263,             0.03735,            0.055859,            0.072501,             0.96556,            0.042969,            0.070743,             0.04523,            0.026682,             0.03134,            0.062253,           0.0087031,           0.0087031,           0.0087031
                 264,            0.035271,            0.054217,            0.074816,             0.97223,             0.04201,            0.075182,            0.053428,            0.024038,            0.030811,            0.061986,           0.0086981,           0.0086981,           0.0086981
                 265,             0.03549,            0.052192,            0.073451,              0.9621,            0.042316,            0.071112,            0.050616,            0.023812,            0.031033,            0.061789,           0.0086932,           0.0086932,           0.0086932
                 266,            0.033988,            0.054841,            0.072553,             0.94677,            0.044489,            0.071026,            0.046463,            0.025187,            0.031013,            0.061649,           0.0086882,           0.0086882,           0.0086882
                 267,            0.034625,            0.051233,            0.073834,             0.96959,            0.041134,            0.073627,            0.051829,            0.024187,            0.030751,            0.061626,           0.0086833,           0.0086833,           0.0086833
                 268,            0.033968,            0.052018,            0.072504,             0.95379,             0.04277,            0.072217,            0.049933,            0.024008,            0.030856,            0.061624,           0.0086783,           0.0086783,           0.0086783
                 269,            0.035289,            0.051147,            0.075936,             0.95881,            0.037298,            0.065165,            0.045625,            0.023519,            0.031216,            0.061595,           0.0086734,           0.0086734,           0.0086734
                 270,            0.032085,            0.049106,            0.075762,             0.95374,               0.042,            0.072065,            0.049992,            0.025471,            0.030755,            0.061354,           0.0086684,           0.0086684,           0.0086684
                 271,            0.035082,            0.053493,            0.072834,             0.97092,            0.038863,            0.075958,            0.053445,            0.024459,            0.030321,            0.061185,           0.0086635,           0.0086635,           0.0086635
                 272,            0.034228,             0.05007,            0.071862,             0.96774,            0.039207,            0.074927,            0.050492,            0.025043,            0.030125,            0.061129,           0.0086586,           0.0086586,           0.0086586
                 273,            0.037173,            0.051035,            0.075003,             0.97657,            0.034899,            0.071347,             0.04764,            0.026788,            0.030929,            0.061114,           0.0086536,           0.0086536,           0.0086536
                 274,            0.034695,            0.051628,            0.072739,             0.97907,            0.037173,            0.072876,            0.046898,            0.027691,             0.03069,            0.060951,           0.0086486,           0.0086486,           0.0086486
                 275,            0.035657,            0.051396,            0.076397,             0.97526,            0.035816,            0.077773,            0.051534,             0.02569,            0.031162,            0.060919,           0.0086437,           0.0086437,           0.0086437
                 276,            0.034673,            0.047708,            0.073748,             0.97661,            0.037128,            0.081028,            0.052927,             0.02511,            0.030952,            0.060875,           0.0086388,           0.0086388,           0.0086388
                 277,            0.035003,            0.051972,            0.075192,             0.94893,            0.043021,            0.069681,            0.045648,            0.025688,            0.031161,            0.060788,           0.0086338,           0.0086338,           0.0086338
                 278,             0.03554,            0.052114,            0.072986,             0.94695,            0.047322,            0.079259,            0.045712,            0.031437,            0.031965,            0.060742,           0.0086288,           0.0086288,           0.0086288
                 279,            0.039108,            0.047107,            0.074443,             0.97248,            0.035913,              0.0795,            0.049321,            0.025651,            0.031208,             0.06098,           0.0086239,           0.0086239,           0.0086239
                 280,            0.034981,            0.049646,            0.073494,             0.95466,            0.047543,            0.072584,            0.046661,            0.026769,            0.032463,            0.061007,            0.008619,            0.008619,            0.008619
                 281,             0.03428,             0.04514,            0.073312,             0.94764,            0.048331,            0.074333,            0.048919,            0.026637,            0.031688,            0.060784,            0.008614,            0.008614,            0.008614
                 282,            0.031874,            0.049784,            0.074971,              0.9528,            0.048914,            0.077881,            0.052529,            0.024172,            0.030888,             0.06056,           0.0086091,           0.0086091,           0.0086091
                 283,            0.033846,            0.050488,            0.071249,             0.96017,            0.047686,            0.081637,            0.057181,            0.023077,            0.030115,            0.060384,           0.0086041,           0.0086041,           0.0086041
                 284,            0.032894,            0.051044,             0.07191,             0.96667,            0.046476,            0.081086,            0.054881,            0.023962,            0.030672,            0.060399,           0.0085992,           0.0085992,           0.0085992
                 285,            0.031734,            0.052321,            0.070667,             0.95341,            0.045107,             0.07719,            0.053865,            0.024362,            0.031133,            0.060311,           0.0085942,           0.0085942,           0.0085942
                 286,              0.0323,            0.046071,            0.073979,              0.9629,             0.04414,            0.081492,            0.051626,            0.024928,            0.030692,            0.060213,           0.0085893,           0.0085893,           0.0085893
                 287,            0.035116,            0.051049,            0.069877,             0.98271,            0.039342,            0.085688,            0.055578,            0.024567,             0.03158,            0.060104,           0.0085843,           0.0085843,           0.0085843
                 288,            0.034017,            0.051591,            0.071524,             0.98095,            0.038354,            0.084585,            0.056556,            0.027213,            0.032766,            0.060447,           0.0085793,           0.0085793,           0.0085793
                 289,              0.0341,            0.046649,            0.070371,             0.97831,            0.036287,             0.08068,            0.051391,            0.025821,            0.031583,            0.060018,           0.0085744,           0.0085744,           0.0085744
                 290,            0.034046,            0.048318,            0.072172,             0.98307,            0.037939,            0.089285,            0.051677,            0.026938,            0.030973,            0.059632,           0.0085695,           0.0085695,           0.0085695
                 291,            0.037508,            0.047908,            0.071065,             0.97342,            0.039712,            0.085229,            0.060098,            0.023975,            0.030747,            0.059669,           0.0085645,           0.0085645,           0.0085645
                 292,            0.032575,            0.051105,            0.072837,             0.96048,            0.043295,             0.08426,            0.053817,            0.024506,            0.030811,            0.059761,           0.0085596,           0.0085596,           0.0085596
                 293,            0.033296,             0.04925,             0.07304,             0.96083,            0.038186,            0.081539,             0.05476,            0.025819,             0.03102,            0.059753,           0.0085546,           0.0085546,           0.0085546
                 294,            0.032471,            0.049193,            0.072262,             0.95813,            0.044433,            0.091067,            0.060086,            0.026539,            0.030826,             0.05945,           0.0085497,           0.0085497,           0.0085497
                 295,            0.035149,            0.048749,            0.072325,             0.96512,            0.047535,            0.092861,            0.063446,              0.0229,            0.029597,            0.059193,           0.0085447,           0.0085447,           0.0085447
                 296,            0.033002,            0.051142,            0.073253,             0.95633,            0.045138,            0.085801,            0.060602,            0.023447,            0.030415,             0.05946,           0.0085398,           0.0085398,           0.0085398
                 297,            0.034512,            0.051849,             0.07169,             0.96788,            0.040066,            0.080847,            0.056431,            0.023702,             0.03098,            0.059627,           0.0085348,           0.0085348,           0.0085348
                 298,            0.034421,            0.051691,            0.074328,             0.96558,             0.04055,             0.08247,            0.048839,            0.028765,            0.032662,            0.059763,           0.0085299,           0.0085299,           0.0085299
                 299,            0.037363,            0.048871,             0.07041,             0.95905,            0.048885,            0.088815,            0.062709,            0.023447,            0.030537,            0.059285,           0.0085249,           0.0085249,           0.0085249
                 300,             0.03446,            0.048551,            0.072976,             0.97554,             0.04299,            0.089588,            0.062774,            0.023288,            0.029967,            0.059015,             0.00852,             0.00852,             0.00852
                 301,            0.034117,            0.048691,             0.07086,              0.9557,             0.04491,            0.087266,            0.056668,             0.02455,            0.029869,            0.058881,            0.008515,            0.008515,            0.008515
                 302,            0.031497,             0.04569,            0.070087,             0.95595,             0.04946,            0.091714,               0.055,            0.025138,            0.030061,            0.058728,             0.00851,             0.00851,             0.00851
                 303,            0.033908,             0.04975,            0.070024,             0.96684,            0.047056,             0.09323,            0.066776,            0.022339,            0.029207,            0.058747,           0.0085051,           0.0085051,           0.0085051
                 304,             0.03348,            0.053143,            0.071976,             0.96567,            0.046766,            0.090551,            0.056815,            0.025028,             0.03009,            0.058708,           0.0085002,           0.0085002,           0.0085002
                 305,            0.033317,             0.04853,            0.070763,             0.96432,            0.042813,            0.087251,            0.057209,            0.027062,            0.030827,             0.05862,           0.0084952,           0.0084952,           0.0084952
                 306,            0.033389,            0.051284,             0.06913,             0.96842,             0.04309,            0.094392,            0.067011,            0.024697,            0.030434,            0.058488,           0.0084903,           0.0084903,           0.0084903
                 307,            0.035607,            0.050249,            0.072415,             0.97174,            0.047588,            0.098798,            0.073781,            0.021629,            0.029352,            0.058404,           0.0084853,           0.0084853,           0.0084853
                 308,            0.031611,             0.04576,            0.072219,             0.96733,            0.039091,            0.086017,            0.062411,            0.021689,            0.029068,            0.058233,           0.0084803,           0.0084803,           0.0084803
                 309,            0.034317,            0.049117,            0.069547,             0.96527,            0.044391,             0.09851,            0.069743,            0.022989,            0.029426,             0.05812,           0.0084754,           0.0084754,           0.0084754
                 310,             0.03371,            0.056929,            0.069412,             0.96278,            0.051293,             0.10895,            0.060621,            0.028157,            0.031252,            0.058066,           0.0084705,           0.0084705,           0.0084705
                 311,            0.035292,             0.04936,            0.070633,             0.96346,            0.050463,            0.098228,            0.060935,            0.024615,            0.030371,            0.058118,           0.0084655,           0.0084655,           0.0084655
                 312,            0.033696,            0.047929,            0.070929,             0.97653,            0.046297,             0.10139,            0.065771,            0.025126,            0.030733,            0.058126,           0.0084606,           0.0084606,           0.0084606
                 313,            0.034197,            0.054404,            0.070814,             0.97238,            0.044792,            0.091935,             0.06237,            0.025761,            0.030629,             0.05817,           0.0084556,           0.0084556,           0.0084556
                 314,            0.034175,             0.05038,            0.070899,             0.97487,            0.049063,             0.10246,            0.068054,            0.027592,            0.031232,            0.058095,           0.0084507,           0.0084507,           0.0084507
                 315,            0.036678,            0.049523,            0.070673,             0.98155,             0.04465,             0.10036,            0.073439,            0.024228,            0.030575,            0.058041,           0.0084457,           0.0084457,           0.0084457
                 316,             0.03252,            0.049089,            0.069034,             0.98014,            0.045109,             0.10095,            0.073172,            0.023354,            0.030013,            0.057992,           0.0084408,           0.0084408,           0.0084408
                 317,            0.032784,            0.048017,            0.068829,             0.98088,            0.043296,            0.096523,            0.065526,            0.023143,             0.02981,            0.058064,           0.0084358,           0.0084358,           0.0084358
                 318,            0.031207,            0.046378,            0.068574,             0.97739,            0.046241,            0.098482,            0.063773,            0.023867,            0.029562,            0.057809,           0.0084309,           0.0084309,           0.0084309
                 319,            0.034172,            0.052382,            0.070919,             0.98131,            0.043506,             0.10496,            0.073079,            0.022846,             0.02942,            0.057599,           0.0084259,           0.0084259,           0.0084259
                 320,            0.032759,            0.047526,            0.068426,             0.97583,            0.044347,             0.10037,            0.072417,            0.021799,            0.028954,            0.057472,           0.0084209,           0.0084209,           0.0084209
                 321,            0.032409,            0.050899,            0.068611,             0.97764,            0.040086,            0.098763,            0.070428,            0.021298,            0.028777,            0.057411,            0.008416,            0.008416,            0.008416
                 322,            0.033425,             0.04657,             0.06708,             0.98116,            0.043414,             0.10515,             0.07478,            0.025541,            0.029578,            0.057388,            0.008411,            0.008411,            0.008411
                 323,            0.035473,            0.046163,            0.067571,             0.98433,            0.040112,             0.10433,            0.076723,            0.021488,            0.028928,            0.057319,           0.0084061,           0.0084061,           0.0084061
                 324,            0.031927,            0.046601,            0.067571,             0.95894,            0.049013,             0.10506,             0.07607,             0.02207,            0.028709,             0.05719,           0.0084012,           0.0084012,           0.0084012
                 325,            0.032652,            0.046217,            0.069121,             0.98747,            0.039186,             0.10271,            0.074582,            0.021851,            0.028915,            0.057066,           0.0083962,           0.0083962,           0.0083962
                 326,            0.030132,            0.043331,            0.066748,             0.98185,            0.043308,             0.10954,            0.075648,            0.024461,            0.029612,            0.056931,           0.0083913,           0.0083913,           0.0083913
                 327,            0.033322,            0.051839,            0.070027,             0.94701,            0.069034,             0.11508,            0.071959,            0.023835,            0.029444,            0.056874,           0.0083863,           0.0083863,           0.0083863
                 328,            0.035333,            0.050807,             0.06749,             0.95694,            0.064535,               0.114,            0.077317,            0.023642,            0.029655,            0.056843,           0.0083814,           0.0083814,           0.0083814
                 329,             0.03265,            0.043748,             0.06981,             0.95079,            0.063005,             0.10567,            0.064652,            0.026219,            0.030247,            0.056887,           0.0083764,           0.0083764,           0.0083764
                 330,            0.031804,            0.051292,            0.066759,             0.95553,            0.060478,             0.10823,            0.077284,            0.023253,             0.02936,            0.056793,           0.0083715,           0.0083715,           0.0083715
                 331,            0.033696,            0.052345,            0.068056,             0.96234,            0.059507,             0.11199,            0.080901,            0.021375,             0.02924,            0.056767,           0.0083665,           0.0083665,           0.0083665
                 332,            0.030877,             0.04529,            0.067288,             0.96265,            0.056726,             0.10763,            0.076271,            0.022258,            0.029836,            0.056682,           0.0083616,           0.0083616,           0.0083616
                 333,            0.031401,            0.047504,             0.06948,             0.95686,            0.049567,             0.10288,            0.070132,            0.023396,            0.030038,             0.05659,           0.0083566,           0.0083566,           0.0083566
                 334,            0.032247,            0.050672,             0.06711,             0.95879,            0.056287,             0.10963,            0.062062,            0.026703,              0.0313,            0.056586,           0.0083517,           0.0083517,           0.0083517
                 335,            0.034006,            0.049045,            0.068669,              0.9622,            0.058289,             0.11458,            0.079233,            0.022666,            0.030297,            0.056498,           0.0083467,           0.0083467,           0.0083467
                 336,            0.032941,            0.048024,            0.070114,             0.97313,            0.051073,             0.11279,            0.077449,             0.02206,            0.029356,            0.056337,           0.0083418,           0.0083418,           0.0083418
                 337,            0.031829,            0.048535,            0.066569,             0.96123,            0.055033,              0.1049,            0.071514,            0.023488,            0.029295,            0.056243,           0.0083368,           0.0083368,           0.0083368
                 338,            0.033047,            0.051535,            0.069545,             0.96948,            0.057756,             0.11582,            0.071927,            0.024679,            0.028999,            0.056073,           0.0083319,           0.0083319,           0.0083319
                 339,            0.034691,            0.050846,            0.067309,             0.95995,            0.050053,             0.11086,            0.079451,            0.021802,            0.028554,            0.056034,           0.0083269,           0.0083269,           0.0083269
                 340,            0.034041,            0.047459,            0.070957,             0.96286,             0.06095,              0.1225,            0.081898,            0.022869,            0.029385,            0.056067,           0.0083219,           0.0083219,           0.0083219
                 341,             0.03405,            0.051306,            0.066993,             0.96115,            0.052818,             0.10221,            0.073963,            0.022133,            0.028726,            0.056105,            0.008317,            0.008317,            0.008317
                 342,            0.031903,            0.048364,            0.067758,             0.95735,            0.061165,             0.11926,            0.084369,            0.023827,             0.02917,            0.056009,            0.008312,            0.008312,            0.008312
                 343,            0.035647,            0.050078,            0.068165,             0.98535,            0.049162,             0.12331,             0.08966,            0.022957,            0.028661,            0.055856,           0.0083071,           0.0083071,           0.0083071
                 344,            0.032593,            0.046071,            0.066886,              0.9841,            0.046284,             0.11842,            0.086488,            0.020599,            0.027757,            0.055666,           0.0083022,           0.0083022,           0.0083022
                 345,            0.032388,            0.049312,            0.068486,             0.97212,            0.049867,             0.11655,            0.082946,            0.022256,            0.027997,            0.055559,           0.0082972,           0.0082972,           0.0082972
                 346,            0.032344,            0.050791,            0.068762,             0.97247,            0.050377,             0.11844,            0.077155,            0.023955,            0.028155,            0.055525,           0.0082922,           0.0082922,           0.0082922
                 347,            0.033822,             0.05228,            0.066171,             0.97059,            0.053215,             0.12209,            0.085973,             0.02296,            0.028342,            0.055651,           0.0082873,           0.0082873,           0.0082873
                 348,            0.032053,            0.044422,            0.069145,             0.97309,            0.055826,             0.12444,            0.083219,            0.023452,             0.02854,            0.055597,           0.0082824,           0.0082824,           0.0082824
                 349,            0.033452,            0.045084,            0.069239,             0.96598,            0.055183,             0.12125,            0.083397,            0.023581,            0.028479,            0.055502,           0.0082774,           0.0082774,           0.0082774
                 350,            0.031966,            0.042345,            0.067209,             0.96756,            0.056578,             0.12559,            0.081669,            0.025532,            0.029144,            0.055406,           0.0082725,           0.0082725,           0.0082725
                 351,            0.034985,            0.043527,             0.06675,             0.97548,            0.055895,             0.12992,            0.094823,            0.021334,            0.028189,            0.055603,           0.0082675,           0.0082675,           0.0082675
                 352,             0.03172,            0.046247,            0.068744,             0.96871,            0.060219,             0.13235,            0.098014,            0.022023,            0.028633,            0.055544,           0.0082626,           0.0082626,           0.0082626
                 353,            0.031122,            0.051779,            0.067612,             0.96776,            0.057605,             0.13694,             0.10021,            0.022021,            0.028474,            0.055367,           0.0082576,           0.0082576,           0.0082576
                 354,            0.030004,            0.043891,            0.068037,             0.98325,            0.047222,             0.12286,            0.092292,            0.020983,            0.028168,            0.055181,           0.0082527,           0.0082527,           0.0082527
                 355,            0.031506,            0.048469,            0.067049,             0.98311,            0.051099,             0.13994,             0.10238,            0.020996,            0.027811,             0.05502,           0.0082477,           0.0082477,           0.0082477
                 356,            0.030563,            0.047201,            0.067639,             0.97548,            0.048096,             0.12902,            0.096528,            0.021525,            0.027996,            0.055003,           0.0082428,           0.0082428,           0.0082428
                 357,            0.031323,            0.050394,            0.064186,             0.97811,            0.050941,             0.13392,            0.095666,            0.021931,            0.028227,            0.054948,           0.0082378,           0.0082378,           0.0082378
                 358,            0.032062,            0.047214,            0.066898,              0.9821,            0.051941,             0.14107,            0.086797,            0.025659,            0.029259,            0.054894,           0.0082328,           0.0082328,           0.0082328
                 359,            0.038326,            0.049829,            0.069463,             0.95149,            0.074637,             0.14178,             0.10004,            0.022068,            0.028234,            0.054949,           0.0082279,           0.0082279,           0.0082279
                 360,            0.032009,            0.045622,            0.068143,             0.94113,            0.075653,             0.13892,            0.095135,            0.022186,             0.02857,            0.054873,           0.0082229,           0.0082229,           0.0082229
                 361,            0.033373,             0.04669,            0.066407,             0.94322,            0.068625,             0.13197,            0.096407,            0.023753,             0.02901,            0.054827,            0.008218,            0.008218,            0.008218
                 362,            0.031722,            0.049395,            0.062484,             0.94627,            0.073749,             0.14493,              0.1059,            0.022659,            0.028439,            0.054811,           0.0082131,           0.0082131,           0.0082131
                 363,            0.034602,              0.0516,            0.067047,             0.94666,            0.071408,             0.14698,             0.10621,            0.022883,            0.028841,            0.054888,           0.0082081,           0.0082081,           0.0082081
                 364,            0.031672,            0.049244,            0.066942,             0.93708,            0.076089,             0.13409,             0.10155,            0.020815,            0.027984,            0.054896,           0.0082032,           0.0082032,           0.0082032
                 365,            0.030645,            0.048303,            0.066349,             0.93421,            0.073945,             0.13515,              0.1011,            0.022179,            0.027889,            0.054668,           0.0081982,           0.0081982,           0.0081982
                 366,            0.030233,            0.046914,             0.06674,             0.97764,            0.058596,             0.14813,             0.10783,            0.022317,            0.027244,            0.054455,           0.0081932,           0.0081932,           0.0081932
                 367,            0.032879,            0.051993,            0.066485,             0.92584,            0.080544,             0.15259,             0.10597,            0.021336,            0.027253,            0.054321,           0.0081883,           0.0081883,           0.0081883
                 368,            0.030612,            0.043523,             0.06672,             0.95943,            0.069356,               0.157,             0.11478,            0.020472,            0.027206,            0.054141,           0.0081834,           0.0081834,           0.0081834
                 369,              0.0307,            0.045005,            0.068719,              0.9486,            0.067904,             0.15139,             0.11149,            0.020728,            0.027393,            0.053964,           0.0081784,           0.0081784,           0.0081784
                 370,             0.03099,            0.045479,            0.068659,             0.95228,            0.065155,             0.14854,             0.10853,            0.022563,            0.028027,             0.05393,           0.0081735,           0.0081735,           0.0081735
                 371,            0.033585,             0.04868,            0.063882,             0.96048,            0.077479,             0.16989,             0.12881,            0.021508,            0.027955,            0.053918,           0.0081685,           0.0081685,           0.0081685
                 372,            0.032403,            0.048438,            0.065055,              0.9574,            0.076988,             0.17826,             0.13126,            0.021943,            0.028525,            0.053995,           0.0081636,           0.0081636,           0.0081636
                 373,            0.032629,            0.044663,            0.067692,             0.95991,            0.070677,             0.16438,             0.11714,            0.021728,            0.028585,             0.05396,           0.0081586,           0.0081586,           0.0081586
                 374,            0.030522,            0.046498,            0.064549,             0.95066,            0.072116,             0.14395,             0.10154,            0.024047,            0.029153,            0.053939,           0.0081537,           0.0081537,           0.0081537
                 375,            0.032572,             0.04622,            0.067501,             0.95688,            0.078497,             0.16865,             0.12874,            0.020624,            0.027803,            0.053807,           0.0081487,           0.0081487,           0.0081487
                 376,            0.031172,            0.045792,            0.064612,             0.95711,            0.075415,             0.16481,             0.12294,            0.020835,            0.027692,            0.053592,           0.0081437,           0.0081437,           0.0081437
                 377,            0.031713,            0.045185,            0.066062,             0.95001,            0.075156,             0.16234,             0.12229,            0.020998,            0.027557,            0.053562,           0.0081388,           0.0081388,           0.0081388
                 378,            0.029573,            0.047645,            0.063557,             0.95797,            0.071296,             0.16182,             0.10715,            0.021843,            0.028163,             0.05359,           0.0081338,           0.0081338,           0.0081338
                 379,            0.035349,             0.05634,            0.065724,             0.95436,            0.081779,              0.1862,             0.13272,            0.020438,            0.027535,            0.053516,           0.0081289,           0.0081289,           0.0081289
                 380,            0.031827,             0.04711,            0.065715,             0.95325,            0.079836,                0.19,             0.13982,            0.022272,            0.028001,            0.053362,           0.0081239,           0.0081239,           0.0081239
                 381,            0.032282,            0.044578,            0.067022,             0.96584,            0.064807,             0.18788,             0.13639,            0.021966,            0.028243,            0.053332,            0.008119,            0.008119,            0.008119
                 382,            0.032083,            0.050959,            0.065586,               0.965,            0.065949,             0.17209,             0.12581,            0.021116,            0.027986,            0.053322,           0.0081141,           0.0081141,           0.0081141
                 383,            0.032436,            0.046541,            0.068026,              0.9155,            0.096862,              0.1901,             0.13343,            0.027617,            0.032025,            0.053696,           0.0081091,           0.0081091,           0.0081091
                 384,            0.032827,            0.048677,            0.063936,             0.89748,             0.10491,             0.18547,             0.10903,            0.027274,            0.031796,            0.053889,           0.0081042,           0.0081042,           0.0081042
                 385,            0.032664,            0.047716,            0.066583,             0.95337,            0.068341,             0.18593,             0.11302,            0.026089,            0.031509,            0.053803,           0.0080992,           0.0080992,           0.0080992
                 386,            0.030072,            0.046545,            0.065087,             0.93891,            0.080466,              0.1891,              0.1303,            0.025583,            0.030292,            0.053389,           0.0080942,           0.0080942,           0.0080942
                 387,            0.031825,            0.045319,            0.066187,             0.95671,            0.080201,             0.19856,             0.14343,            0.022989,            0.028766,            0.052868,           0.0080893,           0.0080893,           0.0080893
                 388,            0.031541,            0.046319,            0.065582,             0.95368,            0.091977,              0.2059,             0.15385,              0.0221,            0.028326,             0.05273,           0.0080844,           0.0080844,           0.0080844
                 389,            0.033426,            0.046755,            0.067574,             0.95856,              0.0793,             0.20843,               0.145,            0.022691,            0.028568,            0.052741,           0.0080794,           0.0080794,           0.0080794
                 390,            0.029816,            0.043542,            0.067406,             0.96645,            0.068415,             0.19309,              0.1405,            0.022465,            0.028143,            0.052734,           0.0080745,           0.0080745,           0.0080745
                 391,            0.032322,             0.04607,            0.065412,             0.98249,            0.068253,             0.20627,              0.1421,            0.021323,            0.028052,            0.052626,           0.0080695,           0.0080695,           0.0080695
                 392,            0.032549,            0.045462,            0.062875,              0.9606,            0.080837,             0.20204,             0.14574,            0.022293,            0.028011,             0.05262,           0.0080646,           0.0080646,           0.0080646
                 393,             0.03243,             0.04811,            0.063744,             0.95866,            0.085629,             0.20655,             0.14776,            0.022259,            0.027913,            0.052643,           0.0080596,           0.0080596,           0.0080596
                 394,            0.030639,            0.049463,            0.064463,             0.95949,            0.076657,             0.18596,             0.13702,            0.022178,             0.02832,            0.052542,           0.0080547,           0.0080547,           0.0080547
                 395,            0.031897,             0.04629,            0.063648,             0.95784,            0.088249,             0.21798,             0.16777,            0.020168,            0.027334,             0.05245,           0.0080497,           0.0080497,           0.0080497
                 396,            0.029953,            0.044395,            0.063423,             0.96558,             0.07706,             0.21706,             0.15624,            0.020352,            0.027863,            0.052456,           0.0080447,           0.0080447,           0.0080447
                 397,            0.029589,             0.04486,            0.064526,              0.9703,            0.070603,             0.19594,             0.13739,            0.021435,            0.028767,            0.052525,           0.0080398,           0.0080398,           0.0080398
                 398,            0.030653,            0.045942,            0.064036,             0.90028,             0.10586,             0.19942,             0.14225,            0.024466,            0.029422,            0.052532,           0.0080348,           0.0080348,           0.0080348
                 399,            0.033063,            0.045471,            0.067182,              0.9039,             0.11379,             0.22973,              0.1729,            0.020079,            0.027885,            0.052394,           0.0080299,           0.0080299,           0.0080299
